ess_row_id,idno,cntry,country_name,ess_unique_id,agea,gndr,edulvla,education_3cat,hinctnta,rlgblg,urbanization,blgetmg,dweight,pspwght,pweight,anweight,left_right_identification,gender_inequality,anti_lgbt,euroscepticism,anti_immigration,anti_egalitarianism,benefits_harm_economy,benefits_harm_society,welfare_chauvinism,anti_economic_interventionism,harsh_sentences,anti_militant_democracy,no_science_environment_solution,anti_government_spending,regressive_taxes,regressive_benefits,age_prejudice,authoritarianism,anti_libertarianism,n_belief_missing,n_belief_available
36394,8014061,NL,Netherlands,NL_8014061,61.0,2.0,5.0,3.0,,1.0,5.0,2.0,0.505,0.445905,0.7575745,0.33780625,0.0,0.875,0.25,0.4,0.0,0.375,0.25,0.125,0.5,0.26666666666666666,0.0,0.75,0.5,0.5,0.5,0.25,0.0,0.43999999999999995,0.32,0,19
36395,8014071,NL,Netherlands,NL_8014071,65.0,2.0,5.0,3.0,5.0,1.0,3.0,2.0,0.505,0.445905,0.7575745,0.33780625,0.3,0.75,0.0,0.2,0.0,0.375,0.375,0.125,0.0,0.2833333333333333,0.5,0.0,0.75,0.3,0.0,1.0,0.0,,,2,17
36396,8014101,NL,Netherlands,NL_8014101,35.0,1.0,5.0,3.0,10.0,2.0,5.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.5,1.0,0.0,0.4,0.2222222222222222,0.75,0.5,0.25,0.75,0.2166666666666667,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.16,0.16,0,19
36397,8014151,NL,Netherlands,NL_8014151,35.0,1.0,3.0,2.0,9.0,2.0,5.0,2.0,1.0099,0.95747685,0.7575745,0.72536004,0.8,0.5,0.25,0.3,0.3333333333333333,0.75,0.5,0.25,0.75,0.23333333333333336,0.75,0.0,0.25,0.5,0.5,0.5,0.2,0.44000000000000006,0.16,0,19
36398,8014161,NL,Netherlands,NL_8014161,43.0,2.0,3.0,2.0,1.0,1.0,5.0,2.0,0.505,0.41674772,0.7575745,0.31571746,0.2,0.75,0.0,0.5,0.4444444444444444,0.0,0.75,0.375,0.5,0.23333333333333336,0.5,0.75,0.25,0.4,0.5,0.5,0.0,0.36,0.0,0,19
36399,8014191,NL,Netherlands,NL_8014191,62.0,2.0,5.0,3.0,8.0,2.0,5.0,2.0,1.0099,0.8917217,0.7575745,0.67554563,0.3,0.875,0.0,0.4,0.2222222222222222,0.625,0.25,0.25,0.75,0.39999999999999997,,1.0,0.25,0.3,0.0,0.25,0.0,0.68,,2,17
36400,8014201,NL,Netherlands,NL_8014201,61.0,1.0,1.0,1.0,6.0,2.0,4.0,2.0,1.0099,0.797419,0.7575745,0.6041043,0.7,0.875,0.25,0.9,0.7777777777777777,0.375,0.875,0.25,0.5,0.5333333333333333,1.0,0.25,0.25,0.5,0.5,0.5,0.3,0.68,0.36000000000000004,0,19
36401,8014211,NL,Netherlands,NL_8014211,48.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,1.5149,1.2501607,0.7575745,0.94708985,0.2,0.875,0.0,0.7,0.4444444444444444,0.25,0.25,0.25,0.5,0.31666666666666665,0.75,0.5,0.25,0.3,0.0,0.75,0.2,0.6799999999999999,0.24,0,19
36402,8014221,NL,Netherlands,NL_8014221,52.0,1.0,3.0,2.0,7.0,1.0,4.0,2.0,1.0099,0.95747685,0.7575745,0.72536004,0.5,0.875,0.0,0.6,0.6666666666666666,0.75,0.5,0.375,0.5,0.38333333333333336,0.5,0.25,0.0,0.5,0.5,0.25,0.0,0.64,0.2,0,19
36403,8014231,NL,Netherlands,NL_8014231,18.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.5149,1.8689101,0.7575745,1.4158386,0.5,0.625,0.25,0.2,0.2222222222222222,0.25,0.5,0.5,0.0,0.26666666666666666,0.25,0.75,0.25,0.7,0.0,1.0,0.5,0.96,0.04,0,19
36404,8014251,NL,Netherlands,NL_8014251,24.0,1.0,3.0,2.0,9.0,1.0,5.0,1.0,1.0099,1.074712,0.7575745,0.8141744,0.7,0.625,0.0,0.5,0.3333333333333333,0.5,0.5,0.625,0.0,0.3,1.0,0.25,0.25,0.7,1.0,0.25,0.3,,0.32,1,18
36405,8014291,NL,Netherlands,NL_8014291,54.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,0.505,0.47292054,0.7575745,0.35827255,0.3,0.75,0.25,0.2,0.3333333333333333,0.375,0.25,0.25,0.0,0.2333333333333333,0.25,0.25,0.25,0.5,0.0,0.25,0.2,0.36,0.43999999999999995,0,19
36406,8014301,NL,Netherlands,NL_8014301,45.0,2.0,2.0,1.0,3.0,2.0,5.0,2.0,0.505,0.3511172,0.7575745,0.26599744,0.3,0.5,0.0,0.2,0.3333333333333333,0.5,0.25,0.375,0.0,0.25,0.75,0.0,0.5,0.4,0.0,0.5,0.2,0.5199999999999999,0.56,0,19
36407,8014321,NL,Netherlands,NL_8014321,44.0,1.0,5.0,3.0,8.0,2.0,4.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.3,0.75,0.25,0.3,0.1111111111111111,0.5,0.5,0.25,0.75,0.44999999999999996,0.25,0.75,0.75,0.5,0.0,0.25,0.5,0.52,0.2,0,19
36408,8014341,NL,Netherlands,NL_8014341,62.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0099,0.95287585,0.7575745,0.7218745,0.7,0.5,0.25,0.2,0.3333333333333333,0.75,0.875,0.25,0.75,0.21666666666666667,1.0,0.25,0.25,0.5,0.5,0.25,0.1,0.72,0.56,0,19
36409,8014351,NL,Netherlands,NL_8014351,48.0,1.0,5.0,3.0,9.0,2.0,4.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.5,0.75,0.0,0.3,0.4444444444444444,0.625,0.375,0.375,0.25,0.39999999999999997,0.25,0.25,0.5,0.6,0.5,0.25,0.1,0.6,0.2,0,19
36410,8014371,NL,Netherlands,NL_8014371,46.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0099,0.90405107,0.7575745,0.68488604,0.8,0.5,0.25,0.2,0.3333333333333333,0.375,0.5,0.5,0.75,0.3666666666666667,0.75,0.75,0.75,0.4,0.0,0.25,0.4,0.64,,1,18
36411,8014401,NL,Netherlands,NL_8014401,32.0,1.0,4.0,2.0,9.0,2.0,5.0,2.0,1.0099,1.074712,0.7575745,0.8141744,0.4,0.75,0.0,0.1,0.0,0.375,0.25,0.25,0.0,0.26666666666666666,0.25,0.5,0.25,0.5,0.5,0.25,0.1,0.4000000000000001,0.24,0,19
36412,8014411,NL,Netherlands,NL_8014411,38.0,1.0,5.0,3.0,9.0,2.0,5.0,2.0,0.505,0.47292054,0.7575745,0.35827255,0.3,0.75,0.0,0.3,0.3333333333333333,0.375,0.375,0.25,0.75,0.3333333333333333,0.25,0.5,0.5,0.5,0.0,0.25,0.1,0.43999999999999995,0.36000000000000004,0,19
36413,8014441,NL,Netherlands,NL_8014441,52.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0099,0.83341295,0.7575745,0.6313724,0.1,0.75,0.0,0.9,0.6666666666666666,0.125,0.75,0.25,0.0,0.31666666666666665,0.75,0.5,0.5,0.4,0.0,1.0,0.9,0.8,0.36,0,19
36414,8014461,NL,Netherlands,NL_8014461,24.0,1.0,3.0,2.0,7.0,2.0,5.0,2.0,1.0099,1.074712,0.7575745,0.8141744,0.3,0.625,0.25,0.2,0.2222222222222222,0.375,0.375,0.25,0.75,0.25,0.75,0.25,0.5,0.4,0.0,0.75,0.0,0.4800000000000001,0.12000000000000002,0,19
36415,8014471,NL,Netherlands,NL_8014471,52.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,0.505,0.4520703,0.7575745,0.34247693,1.0,0.5,0.0,0.6,0.4444444444444444,0.375,0.25,0.75,0.0,0.5666666666666667,0.5,0.0,0.25,0.3,0.0,0.0,0.3,0.8,0.2,0,19
36416,8014501,NL,Netherlands,NL_8014501,64.0,2.0,5.0,3.0,8.0,1.0,4.0,2.0,2.0199,1.7835317,0.7575745,1.3511581,0.6,0.625,0.0,0.7,0.6666666666666666,0.5,0.625,0.5,0.75,0.4666666666666666,0.75,0.0,0.5,0.5,0.5,0.5,0.1,0.7200000000000001,0.36,0,19
36417,8014511,NL,Netherlands,NL_8014511,31.0,1.0,5.0,3.0,4.0,1.0,5.0,2.0,0.505,0.5956225,0.7575745,0.4512284,0.4,0.75,0.0,0.3,0.3333333333333333,0.625,0.5,0.25,0.25,0.39999999999999997,0.25,0.75,0.5,0.5,0.5,0.5,0.0,0.5599999999999999,0.2,0,19
36418,8014531,NL,Netherlands,NL_8014531,37.0,1.0,5.0,3.0,,2.0,5.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.8,0.75,0.25,0.3,0.3333333333333333,0.75,0.25,0.25,0.75,0.21666666666666667,0.75,0.25,0.75,0.3,0.5,0.5,0.2,0.6799999999999999,0.44000000000000006,0,19
36419,8014541,NL,Netherlands,NL_8014541,43.0,1.0,5.0,3.0,9.0,2.0,5.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.3,0.75,0.0,0.3,0.1111111111111111,0.125,0.375,0.25,0.5,0.28333333333333327,0.5,0.25,0.5,0.4,0.0,0.5,0.5,0.4000000000000001,0.39999999999999997,0,19
36420,8014551,NL,Netherlands,NL_8014551,33.0,2.0,5.0,3.0,4.0,2.0,5.0,2.0,0.505,0.60450387,0.7575745,0.4579567,0.2,1.0,0.0,0.8,0.3333333333333333,0.125,0.125,0.125,0.75,0.09999999999999999,0.25,0.75,0.25,0.2,0.0,0.5,0.1,0.76,0.28,0,19
36421,8014571,NL,Netherlands,NL_8014571,37.0,2.0,5.0,3.0,6.0,2.0,5.0,2.0,0.505,0.44829518,0.7575745,0.33961698,0.5,1.0,0.25,0.2,0.3333333333333333,0.5,0.25,0.125,0.5,0.06666666666666667,0.75,0.25,0.0,0.5,0.5,0.75,0.0,0.5599999999999999,0.0,0,19
36422,8014581,NL,Netherlands,NL_8014581,24.0,1.0,5.0,3.0,7.0,2.0,5.0,2.0,1.0099,1.1911271,0.7575745,0.9023675,0.7,0.375,0.0,0.4,0.4444444444444444,0.375,0.875,0.5,0.75,0.35000000000000003,0.75,0.0,0.5,0.7,1.0,0.5,0.2,0.76,0.27999999999999997,0,19
36423,8014591,NL,Netherlands,NL_8014591,79.0,2.0,2.0,1.0,,2.0,5.0,2.0,0.505,0.4764851,0.7575745,0.36097297,0.4,0.25,0.25,0.5,0.5555555555555555,0.375,0.75,0.25,0.75,0.31666666666666665,1.0,0.75,0.5,0.5,0.0,1.0,0.2,,0.31999999999999995,1,18
36424,8014651,NL,Netherlands,NL_8014651,49.0,1.0,3.0,2.0,10.0,2.0,2.0,2.0,2.0199,1.9150485,0.7575745,1.4507918,0.5,0.75,0.0,0.3,0.4444444444444444,0.5,0.75,0.25,0.75,0.2833333333333333,0.75,0.75,0.5,0.5,0.0,0.25,0.1,0.4800000000000001,0.32,0,19
36425,8014671,NL,Netherlands,NL_8014671,59.0,1.0,2.0,1.0,10.0,2.0,3.0,2.0,1.0099,0.797419,0.7575745,0.6041043,0.3,0.75,0.0,0.4,0.3333333333333333,0.5,0.25,0.375,0.5,0.3333333333333333,0.5,0.75,0.5,0.3,0.0,0.5,0.1,0.44000000000000006,0.48,0,19
36427,8014701,NL,Netherlands,NL_8014701,29.0,1.0,4.0,2.0,9.0,2.0,2.0,2.0,1.0099,1.074712,0.7575745,0.8141744,0.7,0.75,0.0,0.3,0.3333333333333333,0.125,0.375,0.75,0.5,0.35000000000000003,1.0,0.0,1.0,0.5,0.0,0.5,0.1,0.72,0.36,0,19
36428,8014721,NL,Netherlands,NL_8014721,45.0,2.0,4.0,2.0,9.0,2.0,2.0,2.0,1.0099,0.83341295,0.7575745,0.6313724,0.5,0.75,0.25,0.8,0.6666666666666666,0.75,0.25,0.5,0.5,0.55,0.75,0.75,0.75,0.5,0.5,0.25,0.1,0.72,0.2,0,19
36429,8014731,NL,Netherlands,NL_8014731,52.0,1.0,5.0,3.0,10.0,1.0,2.0,2.0,2.0199,1.8915884,0.7575745,1.4330192,0.9,1.0,0.0,0.5,0.6666666666666666,0.875,0.25,0.25,0.75,0.3666666666666667,1.0,0.0,0.75,0.4,0.5,0.5,0.0,0.68,0.27999999999999997,0,19
36430,8014741,NL,Netherlands,NL_8014741,52.0,2.0,3.0,2.0,10.0,2.0,3.0,2.0,0.505,0.41674772,0.7575745,0.31571746,0.6,1.0,0.0,0.2,0.6666666666666666,0.75,0.625,0.375,0.75,0.5333333333333333,1.0,0.0,0.5,0.6,0.0,0.25,0.1,0.52,0.27999999999999997,0,19
36431,8014751,NL,Netherlands,NL_8014751,39.0,1.0,5.0,3.0,10.0,1.0,3.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.8,1.0,0.25,0.3,0.4444444444444444,0.375,0.5,0.25,0.75,0.2833333333333334,0.25,0.0,0.25,0.5,0.0,0.25,0.2,0.5600000000000002,0.2,0,19
36432,8014791,NL,Netherlands,NL_8014791,56.0,1.0,5.0,3.0,10.0,1.0,3.0,2.0,1.0099,0.84663486,0.7575745,0.641389,0.6,0.5,0.25,0.2,0.6666666666666666,0.5,0.75,0.25,0.5,0.3666666666666667,1.0,0.0,0.25,0.6,0.5,0.5,0.6,0.8800000000000001,0.16,0,19
36433,8014821,NL,Netherlands,NL_8014821,35.0,1.0,4.0,2.0,8.0,2.0,2.0,1.0,1.0099,0.95747685,0.7575745,0.72536004,0.7,1.0,0.0,0.4,0.0,0.75,0.75,0.75,0.75,0.3666666666666667,0.75,0.75,0.25,0.6,0.5,0.25,0.0,0.48,0.31999999999999995,0,19
36434,8014841,NL,Netherlands,NL_8014841,50.0,1.0,4.0,2.0,10.0,2.0,2.0,2.0,1.0099,0.95747685,0.7575745,0.72536004,0.4,0.875,0.0,0.2,0.3333333333333333,0.875,0.25,0.0,0.25,0.3,0.25,0.0,0.75,0.5,0.0,0.25,0.0,0.28,0.16,0,19
36435,8014881,NL,Netherlands,NL_8014881,27.0,2.0,5.0,3.0,8.0,2.0,2.0,2.0,1.0099,1.208888,0.7575745,0.91582274,0.4,1.0,0.0,0.4,0.3333333333333333,0.375,0.25,0.5,0.0,0.08333333333333333,0.5,0.0,0.25,0.4,0.5,0.75,0.0,0.64,0.31999999999999995,0,19
36436,8014901,NL,Netherlands,NL_8014901,51.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.5149,1.053282,0.7575745,0.7979396,0.7,0.75,0.25,0.6,0.3333333333333333,0.5,0.5,0.5,0.5,0.35000000000000003,0.75,0.25,0.5,0.5,0.0,0.5,0.1,0.68,0.56,0,19
36437,8014911,NL,Netherlands,NL_8014911,60.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0099,0.95287585,0.7575745,0.7218745,1.0,0.5,0.25,0.5,0.2222222222222222,0.375,,0.25,0.5,0.21666666666666665,0.75,0.25,0.25,0.5,0.0,0.5,0.0,0.9199999999999999,0.43999999999999995,1,18
36438,8014921,NL,Netherlands,NL_8014921,47.0,1.0,5.0,3.0,10.0,2.0,2.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.8,0.5,0.0,0.3,0.3333333333333333,0.375,0.25,0.25,0.75,0.3666666666666667,0.75,0.0,0.25,0.5,0.5,0.25,0.2,0.8,0.36,0,19
36439,8014941,NL,Netherlands,NL_8014941,27.0,2.0,5.0,3.0,9.0,1.0,2.0,2.0,1.0099,1.208888,0.7575745,0.91582274,0.2,1.0,0.0,0.3,0.1111111111111111,0.25,0.5,0.25,0.0,0.21666666666666667,0.75,0.0,0.5,0.5,0.0,0.5,0.1,0.4,0.2,0,19
36440,8014971,NL,Netherlands,NL_8014971,63.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,0.505,0.8106281,0.7575745,0.6141112,0.5,0.875,0.0,0.5,0.4444444444444444,0.625,0.75,0.75,0.5,0.5,0.75,0.25,0.5,0.7,0.0,0.25,0.2,0.4800000000000001,0.36000000000000004,0,19
36441,8014981,NL,Netherlands,NL_8014981,82.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,0.505,0.4764851,0.7575745,0.36097297,0.2,0.75,0.0,0.1,0.3333333333333333,0.25,0.25,0.125,0.5,0.19999999999999998,1.0,0.0,0.25,0.7,0.0,1.0,0.1,0.48,0.2,0,19
36442,8014991,NL,Netherlands,NL_8014991,76.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0099,1.6210958,0.7575745,1.2281008,0.6,0.75,0.25,0.5,0.1111111111111111,0.75,0.5,0.25,0.5,0.44999999999999996,0.75,0.75,0.25,0.2,0.0,0.5,0.1,0.7600000000000001,0.36,0,19
36443,8015001,NL,Netherlands,NL_8015001,66.0,1.0,2.0,1.0,7.0,1.0,2.0,2.0,1.0099,0.797419,0.7575745,0.6041043,0.5,0.5,0.0,0.5,0.4444444444444444,0.25,0.625,0.25,0.75,0.21666666666666667,1.0,0.0,0.5,0.5,0.0,0.25,,0.8,0.43999999999999995,1,18
36444,8015011,NL,Netherlands,NL_8015011,41.0,2.0,3.0,2.0,8.0,1.0,2.0,1.0,1.0099,0.83341295,0.7575745,0.6313724,0.7,0.5,0.25,0.4,0.3333333333333333,0.375,0.375,0.25,0.5,0.3833333333333333,0.5,0.75,0.75,0.4,0.5,0.5,0.2,0.44000000000000006,0.32,0,19
36445,8015041,NL,Netherlands,NL_8015041,32.0,2.0,5.0,3.0,6.0,1.0,2.0,2.0,1.0099,1.0736365,0.7575745,0.8133597,0.6,0.5,0.25,0.3,0.3333333333333333,0.75,0.375,0.25,0.5,0.3166666666666667,0.75,0.75,0.5,0.6,0.0,0.5,0.2,0.6,0.48,0,19
36446,8015051,NL,Netherlands,NL_8015051,63.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.5249,2.115794,0.7575745,1.6028715,0.9,0.5,0.75,0.7,1.0,0.125,0.375,0.25,0.75,0.36666666666666664,0.75,0.0,0.5,0.3,0.0,0.5,0.8,0.4800000000000001,0.4,0,19
36447,8015061,NL,Netherlands,NL_8015061,88.0,1.0,3.0,2.0,7.0,2.0,2.0,2.0,0.505,0.51599145,0.7575745,0.39090195,0.1,1.0,0.0,0.7,0.3333333333333333,0.625,0.5,0.5,0.0,0.20000000000000004,0.75,0.0,0.25,0.3,0.0,0.25,0.0,0.76,0.36,0,19
36448,8015071,NL,Netherlands,NL_8015071,83.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,0.505,0.42317554,0.7575745,0.320587,0.7,0.25,0.25,0.5,0.3333333333333333,0.25,0.625,0.375,0.75,0.44999999999999996,0.5,0.25,0.5,0.5,0.0,0.75,0.7,0.8800000000000001,0.4800000000000001,0,19
36449,8015081,NL,Netherlands,NL_8015081,61.0,2.0,2.0,1.0,10.0,1.0,1.0,2.0,1.5149,1.2694428,0.7575745,0.9616975,0.6,0.375,0.25,0.5,0.3333333333333333,0.25,0.5,0.25,0.75,0.3666666666666667,0.25,0.25,0.75,0.4,0.0,0.5,0.1,0.68,0.56,0,19
36450,8015091,NL,Netherlands,NL_8015091,48.0,2.0,5.0,3.0,,1.0,2.0,2.0,2.5249,1.9906187,0.7575745,1.508042,0.3,0.875,0.0,0.5,0.3333333333333333,0.5,0.75,0.375,0.0,0.21666666666666665,0.5,0.5,0.5,0.3,0.5,0.5,0.1,0.76,0.31999999999999995,0,19
36451,8015101,NL,Netherlands,NL_8015101,31.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.505,0.6233289,0.7575745,0.4722181,0.7,0.875,0.5,0.4,0.6666666666666666,0.625,0.625,0.75,0.75,0.5833333333333334,1.0,0.25,0.25,0.6,1.0,0.0,0.1,0.64,0.2,0,19
36452,8015111,NL,Netherlands,NL_8015111,47.0,1.0,5.0,3.0,8.0,1.0,1.0,2.0,3.5348,2.939902,0.7575745,2.2271948,0.4,0.75,0.75,0.2,0.3333333333333333,0.125,0.25,0.25,0.75,0.19999999999999998,0.5,0.25,0.25,0.5,0.0,0.5,0.1,0.8,0.24,0,19
36453,8015121,NL,Netherlands,NL_8015121,54.0,2.0,5.0,3.0,8.0,2.0,3.0,2.0,1.0099,0.8965016,0.7575745,0.67916673,0.4,0.875,0.25,0.4,0.3333333333333333,0.25,0.375,0.25,0.75,0.2833333333333333,0.75,0.75,0.25,0.3,0.0,0.5,0.1,0.5599999999999999,0.24,0,19
36454,8015151,NL,Netherlands,NL_8015151,40.0,2.0,5.0,3.0,8.0,1.0,5.0,2.0,1.0099,0.8965016,0.7575745,0.67916673,0.6,0.875,0.0,0.2,0.5555555555555555,0.625,0.0,0.375,0.75,0.35000000000000003,0.75,0.75,0.75,0.2,0.0,,0.7,0.52,0.28,1,18
36455,8015171,NL,Netherlands,NL_8015171,35.0,1.0,3.0,2.0,7.0,2.0,3.0,2.0,0.505,0.4787858,0.7575745,0.36271593,0.4,0.875,0.5,0.2,0.3333333333333333,0.75,0.25,0.25,0.5,0.26666666666666666,0.75,0.75,0.25,0.6,0.0,0.25,0.2,0.5599999999999999,0.27999999999999997,0,19
36456,8015251,NL,Netherlands,NL_8015251,94.0,1.0,5.0,3.0,,1.0,5.0,2.0,0.505,0.42335936,0.7575745,0.32072625,0.7,0.25,0.75,0.4,0.3333333333333333,0.375,0.75,0.25,0.5,0.35000000000000003,0.75,0.25,0.25,0.5,,,0.1,0.8800000000000001,0.27999999999999997,2,17
36457,8015271,NL,Netherlands,NL_8015271,40.0,2.0,3.0,2.0,9.0,2.0,3.0,2.0,1.0099,0.83341295,0.7575745,0.6313724,0.4,0.875,0.0,0.2,0.3333333333333333,0.25,0.25,0.25,0.75,0.26666666666666666,0.25,0.0,0.5,0.4,0.5,0.25,0.1,0.44000000000000006,0.27999999999999997,0,19
36458,8015281,NL,Netherlands,NL_8015281,64.0,2.0,5.0,3.0,9.0,2.0,3.0,2.0,1.0099,0.8917217,0.7575745,0.67554563,0.3,1.0,0.0,0.3,0.3333333333333333,0.25,0.25,0.375,0.5,0.38333333333333336,0.25,0.75,0.75,0.3,0.0,0.5,0.1,0.68,0.27999999999999997,0,19
36459,8015291,NL,Netherlands,NL_8015291,49.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,1.0099,0.83341295,0.7575745,0.6313724,0.4,0.875,0.0,0.5,0.3333333333333333,0.125,0.75,0.25,0.75,0.35000000000000003,0.75,0.25,0.75,0.5,0.0,0.25,0.1,0.5199999999999999,0.16,0,19
36460,8015301,NL,Netherlands,NL_8015301,30.0,1.0,5.0,3.0,5.0,2.0,5.0,2.0,0.505,0.5956225,0.7575745,0.4512284,0.5,1.0,0.0,0.2,0.3333333333333333,0.625,0.25,0.25,0.5,0.31666666666666665,0.75,0.75,0.75,0.5,0.0,0.75,0.2,0.7600000000000001,0.16,0,19
36461,8015321,NL,Netherlands,NL_8015321,40.0,2.0,3.0,2.0,9.0,1.0,4.0,2.0,1.5149,1.2501607,0.7575745,0.94708985,0.7,0.875,0.0,0.4,0.3333333333333333,0.375,0.375,0.25,0.75,0.23333333333333336,0.75,0.25,0.5,0.4,0.0,,0.1,0.56,0.5599999999999999,1,18
36462,8015331,NL,Netherlands,NL_8015331,38.0,2.0,5.0,3.0,5.0,2.0,4.0,2.0,0.505,0.44829518,0.7575745,0.33961698,0.6,1.0,0.0,0.4,0.3333333333333333,0.75,0.5,0.25,0.5,0.35000000000000003,1.0,0.0,0.25,0.4,0.0,0.5,0.1,0.27999999999999997,0.24,0,19
36463,8015341,NL,Netherlands,NL_8015341,46.0,1.0,2.0,1.0,10.0,1.0,4.0,2.0,2.0199,1.8081917,0.7575745,1.3698399,0.5,0.75,0.25,0.3,0.3333333333333333,0.5,0.375,0.375,0.75,0.30000000000000004,0.75,0.0,0.5,0.4,0.5,0.75,0.1,0.64,0.31999999999999995,0,19
36464,8015351,NL,Netherlands,NL_8015351,50.0,1.0,5.0,3.0,9.0,2.0,4.0,2.0,1.0099,0.94574744,0.7575745,0.7164741,0.4,0.5,0.25,0.3,0.3333333333333333,0.375,0.75,0.25,0.25,0.3666666666666667,0.75,0.25,0.25,0.4,0.0,0.25,0.2,0.56,0.43999999999999995,0,19
36465,8015361,NL,Netherlands,NL_8015361,45.0,1.0,3.0,2.0,10.0,1.0,5.0,2.0,1.0099,0.95747685,0.7575745,0.72536004,0.7,0.625,0.0,0.5,0.3333333333333333,0.25,0.375,0.0,0.75,0.31666666666666665,0.5,0.5,0.5,0.5,0.5,0.5,0.1,0.6,0.32,0,19
36466,8015391,NL,Netherlands,NL_8015391,36.0,2.0,5.0,3.0,9.0,1.0,3.0,1.0,1.0099,0.8965016,0.7575745,0.67916673,0.5,0.5,0.25,0.7,0.3333333333333333,0.75,0.625,0.25,0.5,0.25000000000000006,0.5,0.5,0.75,0.3,0.0,0.25,0.2,0.72,0.4800000000000001,0,19
36467,8015401,NL,Netherlands,NL_8015401,58.0,2.0,5.0,3.0,7.0,2.0,4.0,2.0,0.505,0.445905,0.7575745,0.33780625,0.3,0.875,0.0,0.5,0.3333333333333333,0.125,0.25,0.25,0.25,0.3333333333333333,0.25,0.0,0.25,0.2,0.0,0.5,0.3,0.36,0.27999999999999997,0,19
36468,8015451,NL,Netherlands,NL_8015451,41.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.505,0.4520703,0.7575745,0.34247693,0.5,0.625,0.0,0.8,0.3333333333333333,0.125,0.5,0.25,0.75,0.21666666666666667,0.25,0.25,0.5,0.5,1.0,0.25,0.5,0.64,0.2,0,19
36469,8015461,NL,Netherlands,NL_8015461,60.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.505,0.398749,0.7575745,0.30208206,0.7,0.5,0.25,0.3,0.1111111111111111,0.375,0.625,0.25,0.25,0.3666666666666667,1.0,0.25,0.25,0.3,0.0,1.0,0.7,0.7600000000000001,0.27999999999999997,0,19
36470,8015481,NL,Netherlands,NL_8015481,79.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,0.505,0.4764851,0.7575745,0.36097297,0.8,0.25,0.25,0.7,0.6666666666666666,0.5,0.375,0.75,0.5,0.2833333333333334,0.25,0.75,0.25,0.5,0.0,0.5,0.4,0.76,0.4,0,19
36471,8015491,NL,Netherlands,NL_8015491,81.0,2.0,2.0,1.0,9.0,2.0,2.0,2.0,0.505,0.4764851,0.7575745,0.36097297,0.5,0.25,0.0,0.8,0.3333333333333333,0.25,,0.375,0.25,0.5,0.75,0.0,0.0,0.5,0.0,0.5,0.2,0.8,0.08,1,18
36472,8015501,NL,Netherlands,NL_8015501,86.0,1.0,3.0,2.0,9.0,2.0,2.0,2.0,0.505,0.58099353,0.7575745,0.44014588,0.8,0.25,0.25,0.5,0.5555555555555555,0.5,0.75,0.5,0.75,0.43333333333333335,0.75,0.25,0.5,0.5,0.5,0.25,0.4,0.9199999999999999,0.44000000000000006,0,19
36473,8015531,NL,Netherlands,NL_8015531,23.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,0.505,0.5533081,0.7575745,0.41917214,0.7,0.5,0.0,0.3,0.4444444444444444,0.25,0.625,0.25,0.25,0.3333333333333333,0.75,0.25,0.5,0.6,0.5,0.25,0.2,0.5999999999999999,0.2,0,19
36474,8015541,NL,Netherlands,NL_8015541,39.0,2.0,3.0,2.0,6.0,1.0,3.0,2.0,1.0099,0.74016994,0.7575745,0.56073385,0.5,0.75,0.5,0.6,0.3333333333333333,0.75,0.25,0.375,0.75,0.3666666666666667,0.75,0.25,0.5,0.5,0.0,0.5,0.1,0.96,0.32,0,19
